TileID,worldX,worldY,gridX,gridY,hasEnemy,enemyID,tileType,walkable
1,576,576,9,9,false,0,Wall,false
2,576,640,9,10,false,0,Wall,false
3,576,704,9,11,false,0,Wall,false
4,576,768,9,12,false,0,Wall,false
5,576,832,9,13,false,0,Wall,false
6,576,896,9,14,false,0,Wall,false
7,576,960,9,15,false,0,Wall,false
8,576,1024,9,16,false,0,Wall,false
9,576,1088,9,17,false,0,Wall,false
10,576,1152,9,18,false,0,Wall,false
11,576,1216,9,19,false,0,Wall,false
12,576,1280,9,20,false,0,Wall,false
13,576,1344,9,21,false,0,Wall,false
14,576,1408,9,22,false,0,Wall,false
15,576,1472,9,23,false,0,Wall,false
16,576,1536,9,24,false,0,Wall,false
17,576,1600,9,25,false,0,Wall,false
18,576,1664,9,26,false,0,Wall,false
19,576,1728,9,27,false,0,Wall,false
20,576,1792,9,28,false,0,Wall,false
21,576,1856,9,29,false,0,Wall,false
22,576,1920,9,30,false,0,Wall,false
23,640,576,10,9,false,0,Wall,false
24,640,640,10,10,false,0,Wall,false
25,640,704,10,11,false,0,Wall,false
26,640,768,10,12,false,0,Wall,false
27,640,832,10,13,false,0,Wall,false
28,640,896,10,14,false,0,Wall,false
29,640,960,10,15,false,0,Wall,false
30,640,1024,10,16,false,0,Wall,false
31,640,1088,10,17,false,0,Wall,false
32,640,1152,10,18,false,0,Wall,false
33,640,1216,10,19,false,0,Wall,false
34,640,1280,10,20,false,0,Wall,false
35,640,1344,10,21,false,0,Wall,false
36,640,1408,10,22,false,0,Wall,false
37,640,1472,10,23,false,0,Wall,false
38,640,1536,10,24,false,0,Wall,false
39,640,1600,10,25,false,0,Wall,false
40,640,1664,10,26,false,0,Wall,false
41,640,1728,10,27,false,0,Wall,false
42,640,1792,10,28,false,0,Wall,false
43,640,1856,10,29,false,0,Wall,false
44,640,1920,10,30,false,0,Wall,false
45,704,576,11,9,false,0,Wall,false
46,704,640,11,10,false,0,Wall,false
47,704,704,11,11,false,0,Wall,false
48,704,768,11,12,false,0,Wall,false
49,704,832,11,13,false,0,Wall,false
50,704,896,11,14,false,0,Wall,false
51,704,960,11,15,false,0,Wall,false
52,704,1024,11,16,false,0,Wall,false
53,704,1088,11,17,false,0,Wall,false
54,704,1152,11,18,false,0,Wall,false
55,704,1216,11,19,false,0,Wall,false
56,704,1280,11,20,false,0,Wall,false
57,704,1344,11,21,false,0,Wall,false
58,704,1408,11,22,false,0,Wall,false
59,704,1472,11,23,false,0,Wall,false
60,704,1536,11,24,false,0,Wall,false
61,704,1600,11,25,false,0,Wall,false
62,704,1664,11,26,false,0,Wall,false
63,704,1728,11,27,false,0,Wall,false
64,704,1792,11,28,false,0,Wall,false
65,704,1856,11,29,false,0,Wall,false
66,704,1920,11,30,false,0,Wall,false
67,768,576,12,9,false,0,Wall,false
68,768,640,12,10,false,0,Wall,false
69,768,704,12,11,false,0,Wall,false
70,768,768,12,12,false,0,Wall,false
71,768,832,12,13,false,0,Wall,false
72,768,896,12,14,false,0,Wall,false
73,768,960,12,15,false,0,Wall,false
74,768,1024,12,16,false,0,Wall,false
75,768,1088,12,17,false,0,Wall,false
76,768,1152,12,18,false,0,Wall,false
77,768,1216,12,19,false,0,Wall,false
78,768,1280,12,20,false,0,Wall,false
79,768,1344,12,21,false,0,Wall,false
80,768,1408,12,22,false,0,Wall,false
81,768,1472,12,23,false,0,Wall,false
82,768,1536,12,24,false,0,Wall,false
83,768,1600,12,25,false,0,Wall,false
84,768,1664,12,26,false,0,Wall,false
85,768,1728,12,27,false,0,Wall,false
86,768,1792,12,28,false,0,Wall,false
87,768,1856,12,29,false,0,Wall,false
88,768,1920,12,30,false,0,Wall,false
89,832,576,13,9,false,0,Wall,false
90,832,640,13,10,false,0,Wall,false
91,832,704,13,11,false,0,Wall,false
92,832,768,13,12,false,0,Wall,false
93,832,832,13,13,false,0,Wall,false
94,832,896,13,14,false,0,Wall,false
95,832,960,13,15,false,0,Wall,false
96,832,1024,13,16,false,0,Wall,false
97,832,1088,13,17,false,0,Wall,false
98,832,1152,13,18,false,0,Wall,false
99,832,1216,13,19,false,0,Wall,false
100,832,1280,13,20,false,0,Wall,false
101,832,1344,13,21,false,0,Wall,false
102,832,1408,13,22,false,0,Wall,false
103,832,1472,13,23,false,0,Wall,false
104,832,1536,13,24,false,0,Wall,false
105,832,1600,13,25,false,0,Wall,false
106,832,1664,13,26,false,0,Wall,false
107,832,1728,13,27,false,0,Wall,false
108,832,1792,13,28,false,0,Wall,false
109,832,1856,13,29,false,0,Wall,false
110,832,1920,13,30,false,0,Wall,false
111,896,576,14,9,false,0,Wall,false
112,896,640,14,10,false,0,Wall,false
113,896,704,14,11,false,0,Wall,false
114,896,768,14,12,false,0,Wall,false
115,896,832,14,13,false,0,Wall,false
116,896,896,14,14,false,0,Wall,false
117,896,960,14,15,false,0,Wall,false
118,896,1088,14,17,false,0,Wall,false
119,896,1152,14,18,false,0,Wall,false
120,896,1216,14,19,false,0,Wall,false
121,896,1408,14,22,false,0,Wall,false
122,896,1536,14,24,false,0,Wall,false
123,896,1664,14,26,false,0,Wall,false
124,896,1728,14,27,false,0,Wall,false
125,896,1792,14,28,false,0,Wall,false
126,896,1856,14,29,false,0,Wall,false
127,896,1920,14,30,false,0,Wall,false
128,960,576,15,9,false,0,Wall,false
129,960,640,15,10,false,0,Wall,false
130,960,704,15,11,false,0,Wall,false
131,960,768,15,12,false,0,Wall,false
132,960,832,15,13,false,0,Wall,false
133,960,896,15,14,false,0,Wall,false
134,960,960,15,15,false,0,Wall,false
135,960,1536,15,24,false,0,Wall,false
136,960,1664,15,26,false,0,Wall,false
137,960,1728,15,27,false,0,Wall,false
138,960,1792,15,28,false,0,Wall,false
139,960,1856,15,29,false,0,Wall,false
140,960,1920,15,30,false,0,Wall,false
141,1024,576,16,9,false,0,Wall,false
142,1024,640,16,10,false,0,Wall,false
143,1024,704,16,11,false,0,Wall,false
144,1024,768,16,12,false,0,Wall,false
145,1024,832,16,13,false,0,Wall,false
146,1024,1536,16,24,false,0,Wall,false
147,1024,1664,16,26,false,0,Wall,false
148,1024,1728,16,27,false,0,Wall,false
149,1024,1792,16,28,false,0,Wall,false
150,1024,1856,16,29,false,0,Wall,false
151,1024,1920,16,30,false,0,Wall,false
152,1088,576,17,9,false,0,Wall,false
153,1088,640,17,10,false,0,Wall,false
154,1088,704,17,11,false,0,Wall,false
155,1088,768,17,12,false,0,Wall,false
156,1088,832,17,13,false,0,Wall,false
157,1088,1088,17,17,false,0,Wall,false
158,1088,1152,17,18,false,0,Wall,false
159,1088,1280,17,20,true,2,Enemy,true
160,1088,1344,17,21,false,0,Wall,false
161,1088,1408,17,22,false,0,Wall,false
162,1088,1536,17,24,false,0,Wall,false
163,1088,1664,17,26,false,0,Wall,false
164,1088,1728,17,27,false,0,Wall,false
165,1088,1792,17,28,false,0,Wall,false
166,1088,1856,17,29,false,0,Wall,false
167,1088,1920,17,30,false,0,Wall,false
168,1152,576,18,9,false,0,Wall,false
169,1152,640,18,10,false,0,Wall,false
170,1152,704,18,11,false,0,Wall,false
171,1152,768,18,12,false,0,Wall,false
172,1152,832,18,13,false,0,Wall,false
173,1152,1088,18,17,false,0,Wall,false
174,1152,1152,18,18,false,0,Wall,false
175,1152,1344,18,21,false,0,Wall,false
176,1152,1408,18,22,false,0,Wall,false
177,1152,1664,18,26,false,0,Wall,false
178,1152,1728,18,27,false,0,Wall,false
179,1152,1792,18,28,false,0,Wall,false
180,1152,1856,18,29,false,0,Wall,false
181,1152,1920,18,30,false,0,Wall,false
182,1216,576,19,9,false,0,Wall,false
183,1216,640,19,10,false,0,Wall,false
184,1216,704,19,11,false,0,Wall,false
185,1216,768,19,12,false,0,Wall,false
186,1216,832,19,13,false,0,Wall,false
187,1216,1216,19,19,false,0,Wall,false
188,1216,1280,19,20,false,0,Wall,false
189,1216,1344,19,21,false,0,Wall,false
190,1216,1408,19,22,false,0,Wall,false
191,1216,1664,19,26,false,0,Wall,false
192,1216,1728,19,27,false,0,Wall,false
193,1216,1792,19,28,false,0,Wall,false
194,1216,1856,19,29,false,0,Wall,false
195,1216,1920,19,30,false,0,Wall,false
196,1280,576,20,9,false,0,Wall,false
197,1280,640,20,10,false,0,Wall,false
198,1280,704,20,11,false,0,Wall,false
199,1280,768,20,12,false,0,Wall,false
200,1280,832,20,13,false,0,Wall,false
201,1280,896,20,14,false,0,Wall,false
202,1280,960,20,15,false,0,Wall,false
203,1280,1216,20,19,false,0,Wall,false
204,1280,1280,20,20,false,0,Wall,false
205,1280,1344,20,21,false,0,Wall,false
206,1280,1408,20,22,false,0,Wall,false
207,1280,1664,20,26,false,0,Wall,false
208,1280,1728,20,27,false,0,Wall,false
209,1280,1792,20,28,false,0,Wall,false
210,1280,1856,20,29,false,0,Wall,false
211,1280,1920,20,30,false,0,Wall,false
212,1344,576,21,9,false,0,Wall,false
213,1344,640,21,10,false,0,Wall,false
214,1344,704,21,11,false,0,Wall,false
215,1344,768,21,12,false,0,Wall,false
216,1344,832,21,13,false,0,Wall,false
217,1344,896,21,14,false,0,Wall,false
218,1344,960,21,15,false,0,Wall,false
219,1344,1344,21,21,false,0,Wall,false
220,1344,1664,21,26,false,0,Wall,false
221,1344,1728,21,27,false,0,Wall,false
222,1344,1792,21,28,false,0,Wall,false
223,1344,1856,21,29,false,0,Wall,false
224,1344,1920,21,30,false,0,Wall,false
225,1408,576,22,9,false,0,Wall,false
226,1408,640,22,10,false,0,Wall,false
