TileID,worldX,worldY,gridX,gridY,hasEnemy,enemyID,tileType,walkable
1,576,576,9,9,false,0,Wall,false
2,576,640,9,10,false,0,Wall,false
3,576,704,9,11,false,0,Wall,false
4,576,768,9,12,false,0,Wall,false
5,576,832,9,13,false,0,Wall,false
6,576,896,9,14,false,0,Wall,false
7,576,960,9,15,false,0,Wall,false
8,576,1024,9,16,false,0,Wall,false
9,576,1088,9,17,false,0,Wall,false
10,576,1152,9,18,false,0,Wall,false
11,576,1216,9,19,false,0,Wall,false
12,576,1280,9,20,false,0,Wall,false
13,640,576,10,9,false,0,Wall,false
14,640,640,10,10,false,0,Wall,false
15,640,704,10,11,false,0,Wall,false
16,640,768,10,12,false,0,Wall,false
17,640,832,10,13,false,0,Wall,false
18,640,896,10,14,false,0,Wall,false
19,640,960,10,15,false,0,Wall,false
20,640,1024,10,16,false,0,Wall,false
21,640,1088,10,17,false,0,Wall,false
22,640,1152,10,18,false,0,Wall,false
23,640,1216,10,19,false,0,Wall,false
24,640,1280,10,20,false,0,Wall,false
25,640,1344,10,21,false,0,Wall,false
26,640,1408,10,22,false,0,Wall,false
27,704,576,11,9,false,0,Wall,false
28,704,640,11,10,false,0,Wall,false
29,704,704,11,11,false,0,Wall,false
30,704,768,11,12,false,0,Wall,false
31,704,832,11,13,false,0,Wall,false
32,704,896,11,14,false,0,Wall,false
33,704,960,11,15,false,0,Wall,false
34,704,1024,11,16,false,0,Wall,false
35,704,1088,11,17,false,0,Wall,false
36,704,1152,11,18,false,0,Wall,false
37,704,1216,11,19,false,0,Wall,false
38,704,1280,11,20,false,0,Wall,false
39,704,1344,11,21,false,0,Wall,false
40,704,1408,11,22,false,0,Wall,false
41,768,576,12,9,false,0,Wall,false
42,768,640,12,10,false,0,Wall,false
43,768,704,12,11,false,0,Wall,false
44,768,768,12,12,false,0,Wall,false
45,768,832,12,13,false,0,Wall,false
46,768,896,12,14,false,0,Wall,false
47,768,960,12,15,false,0,Wall,false
48,768,1024,12,16,false,0,Wall,false
49,768,1088,12,17,false,0,Wall,false
50,768,1152,12,18,false,0,Wall,false
51,768,1216,12,19,false,0,Wall,false
52,768,1280,12,20,false,0,Wall,false
53,768,1344,12,21,false,0,Wall,false
54,768,1408,12,22,false,0,Wall,false
55,832,576,13,9,false,0,Wall,false
56,832,640,13,10,false,0,Wall,false
57,832,704,13,11,false,0,Wall,false
58,832,768,13,12,false,0,Wall,false
59,832,832,13,13,false,0,Wall,false
60,832,896,13,14,false,0,Wall,false
61,832,960,13,15,false,0,Wall,false
62,832,1024,13,16,false,0,Wall,false
63,832,1088,13,17,false,0,Wall,false
64,832,1152,13,18,false,0,Wall,false
65,832,1216,13,19,false,0,Wall,false
66,832,1280,13,20,false,0,Wall,false
67,832,1344,13,21,false,0,Wall,false
68,832,1408,13,22,false,0,Wall,false
69,896,576,14,9,false,0,Wall,false
70,896,640,14,10,false,0,Wall,false
71,896,704,14,11,false,0,Wall,false
72,896,768,14,12,false,0,Wall,false
73,896,832,14,13,false,0,Wall,false
74,896,896,14,14,false,0,Wall,false
75,896,960,14,15,false,0,Wall,false
76,896,1024,14,16,false,0,Wall,false
77,896,1088,14,17,false,0,Wall,false
78,896,1152,14,18,false,0,Wall,false
79,896,1216,14,19,false,0,Wall,false
80,896,1280,14,20,false,0,Wall,false
81,896,1344,14,21,false,0,Wall,false
82,896,1408,14,22,false,0,Wall,false
83,896,1472,14,23,false,0,Wall,false
84,896,1536,14,24,false,0,Wall,false
85,896,1600,14,25,false,0,Wall,false
86,896,1664,14,26,false,0,Wall,false
87,896,1728,14,27,false,0,Wall,false
88,960,576,15,9,false,0,Wall,false
89,960,640,15,10,false,0,Wall,false
90,960,704,15,11,false,0,Wall,false
91,960,768,15,12,false,0,Wall,false
92,960,832,15,13,false,0,Wall,false
93,960,960,15,15,false,0,Wall,false
94,960,1024,15,16,false,0,Wall,false
95,960,1088,15,17,false,0,Wall,false
96,960,1152,15,18,false,0,Wall,false
97,960,1216,15,19,false,0,Wall,false
98,960,1280,15,20,false,0,Wall,false
99,960,1344,15,21,false,0,Wall,false
100,960,1408,15,22,false,0,Wall,false
101,960,1472,15,23,false,0,Wall,false
102,960,1536,15,24,false,0,Wall,false
103,960,1600,15,25,false,0,Wall,false
104,960,1664,15,26,false,0,Wall,false
105,960,1728,15,27,false,0,Wall,false
106,960,1792,15,28,false,0,Wall,false
107,960,1856,15,29,false,0,Wall,false
108,1024,576,16,9,false,0,Wall,false
109,1024,640,16,10,false,0,Wall,false
110,1024,704,16,11,false,0,Wall,false
111,1024,768,16,12,false,0,Wall,false
112,1024,832,16,13,false,0,Wall,false
113,1024,960,16,15,false,0,Wall,false
114,1024,1024,16,16,false,0,Wall,false
115,1024,1088,16,17,false,0,Wall,false
116,1024,1152,16,18,false,0,Wall,false
117,1024,1216,16,19,false,0,Wall,false
118,1024,1280,16,20,false,0,Wall,false
119,1024,1344,16,21,false,0,Wall,false
120,1024,1408,16,22,false,0,Wall,false
121,1024,1472,16,23,false,0,Wall,false
122,1024,1536,16,24,false,0,Wall,false
123,1024,1600,16,25,false,0,Wall,false
124,1024,1664,16,26,false,0,Wall,false
125,1024,1728,16,27,false,0,Wall,false
126,1024,1792,16,28,false,0,Wall,false
127,1024,1856,16,29,false,0,Wall,false
128,1088,576,17,9,false,0,Wall,false
129,1088,640,17,10,false,0,Wall,false
130,1088,704,17,11,false,0,Wall,false
131,1088,768,17,12,false,0,Wall,false
132,1088,832,17,13,false,0,Wall,false
133,1088,960,17,15,false,0,Wall,false
134,1088,1024,17,16,false,0,Wall,false
135,1088,1088,17,17,false,0,Wall,false
136,1088,1152,17,18,false,0,Wall,false
137,1088,1216,17,19,false,0,Wall,false
138,1088,1280,17,20,false,0,Wall,false
139,1088,1344,17,21,false,0,Wall,false
140,1088,1408,17,22,false,0,Wall,false
141,1088,1472,17,23,false,0,Wall,false
142,1088,1536,17,24,false,0,Wall,false
143,1088,1600,17,25,false,0,Wall,false
144,1088,1664,17,26,false,0,Wall,false
145,1088,1728,17,27,false,0,Wall,false
146,1088,1792,17,28,false,0,Wall,false
147,1088,1856,17,29,false,0,Wall,false
148,1088,1920,17,30,false,0,Wall,false
149,1152,576,18,9,false,0,Wall,false
150,1152,640,18,10,false,0,Wall,false
151,1152,704,18,11,false,0,Wall,false
152,1152,768,18,12,false,0,Wall,false
153,1152,832,18,13,false,0,Wall,false
154,1152,896,18,14,true,1,Enemy,true
155,1152,960,18,15,false,0,Wall,false
156,1152,1024,18,16,false,0,Wall,false
157,1152,1088,18,17,false,0,Wall,false
158,1152,1152,18,18,false,0,Wall,false
159,1152,1216,18,19,false,0,Wall,false
160,1152,1280,18,20,false,0,Wall,false
161,1152,1344,18,21,false,0,Wall,false
162,1152,1408,18,22,false,0,Wall,false
163,1152,1472,18,23,false,0,Wall,false
164,1152,1536,18,24,false,0,Wall,false
165,1152,1600,18,25,false,0,Wall,false
166,1152,1664,18,26,false,0,Wall,false
167,1152,1728,18,27,false,0,Wall,false
168,1152,1792,18,28,false,0,Wall,false
169,1152,1856,18,29,false,0,Wall,false
170,1152,1920,18,30,false,0,Wall,false
171,1216,576,19,9,false,0,Wall,false
172,1216,640,19,10,false,0,Wall,false
173,1216,704,19,11,false,0,Wall,false
174,1216,768,19,12,false,0,Wall,false
175,1216,832,19,13,false,0,Wall,false
177,1216,1024,19,16,false,0,Wall,false
178,1216,1088,19,17,false,0,Wall,false
179,1216,1152,19,18,false,0,Wall,false
180,1216,1216,19,19,false,0,Wall,false
181,1216,1280,19,20,false,0,Wall,false
182,1216,1344,19,21,false,0,Wall,false
183,1216,1408,19,22,false,0,Wall,false
184,1216,1472,19,23,false,0,Wall,false
185,1216,1536,19,24,false,0,Wall,false
186,1216,1600,19,25,false,0,Wall,false
187,1216,1664,19,26,false,0,Wall,false
188,1216,1728,19,27,false,0,Wall,false
189,1216,1792,19,28,false,0,Wall,false
190,1216,1856,19,29,false,0,Wall,false
191,1216,1920,19,30,false,0,Wall,false
192,1216,1984,19,31,false,0,Wall,false
193,1280,576,20,9,false,0,Wall,false
194,1280,640,20,10,false,0,Wall,false
195,1280,704,20,11,false,0,Wall,false
196,1280,768,20,12,false,0,Wall,false
197,1280,832,20,13,false,0,Wall,false
198,1280,896,20,14,false,0,Wall,false
199,1280,1088,20,17,false,0,Wall,false
200,1280,1152,20,18,false,0,Wall,false
201,1280,1216,20,19,false,0,Wall,false
202,1280,1280,20,20,false,0,Wall,false
203,1280,1344,20,21,false,0,Wall,false
204,1280,1408,20,22,false,0,Wall,false
205,1280,1472,20,23,false,0,Wall,false
206,1280,1536,20,24,false,0,Wall,false
207,1280,1600,20,25,false,0,Wall,false
208,1280,1664,20,26,false,0,Wall,false
209,1280,1728,20,27,false,0,Wall,false
210,1280,1792,20,28,false,0,Wall,false
211,1280,1856,20,29,false,0,Wall,false
212,1280,1920,20,30,false,0,Wall,false
213,1280,1984,20,31,false,0,Wall,false
214,1280,2048,20,32,false,0,Wall,false
215,1344,576,21,9,false,0,Wall,false
216,1344,640,21,10,false,0,Wall,false
217,1344,704,21,11,false,0,Wall,false
218,1344,768,21,12,false,0,Wall,false
219,1344,832,21,13,false,0,Wall,false
220,1344,896,21,14,false,0,Wall,false
221,1344,960,21,15,false,0,Wall,false
222,1344,1152,21,18,false,0,Wall,false
223,1344,1216,21,19,false,0,Wall,false
226,1344,1472,21,23,false,0,Wall,false
227,1344,1536,21,24,false,0,Wall,false
228,1344,1664,21,26,false,0,Wall,false
